left,right,expect_time
2,183,6.5642
2,186,7.5666
2,187,9.2402
2,189,8.1877
2,190,8.1748
2,191,7.1287
2,192,6.9107
2,194,5.752
2,195,8.2302
2,198,6.014
2,199,9.5631
2,202,8.8658
2,203,7.2043
2,204,6.769
2,206,8.4376
2,209,7.7051
2,210,6.2131
2,213,9.2422
2,216,7.4668
2,217,10.4413
2,218,8.4376
2,221,9.5739
2,222,8.9079
2,223,9.2422
2,225,8.9079
2,229,8.161
2,240,7.685
2,241,7.1287
2,248,6.5434
2,261,6.014
2,263,9.5591
2,271,6.0431
2,272,6.0239
2,276,8.1877
2,278,8.4235
2,280,6.4735
2,286,10.0632
2,293,8.9079
2,296,6.3427
2,298,10.0169
2,299,7.6804
2,300,7.4676
2,308,6.3427
2,309,8.8658
2,310,10.0169
2,311,7.7051
2,317,8.1748
2,320,9.5631
2,328,10.001
2,333,5.7542
2,336,5.9099
2,338,5.7585
2,341,6.7714
2,342,7.4676
2,346,17.5276
2,347,9.5672
2,348,0.5259
2,351,6.5636
2,354,6.2119
2,355,3.516
2,356,8.8997
2,359,8.2929
2,360,8.1748
2,366,6.3427
2,367,7.3182
2,373,7.5666
2,374,10.4351
2,375,7.6804
2,378,10.041
2,379,6.5582
2,384,7.4676
2,385,17.2522
2,386,6.7809
2,390,10.209
2,397,10.0188
2,398,0.5259
2,402,8.8428
2,406,17.2522
2,431,8.1843
2,445,5.9213
2,456,6.5648
2,491,6.8914
2,493,9.5071
2,516,16.6895
2,517,5.7737
2,523,7.7572
2,528,9.2318
2,529,6.9107
2,530,8.2258
2,535,9.5591
2,539,10.5494
2,548,9.2416
2,567,8.9274
2,622,16.8812
2,623,16.769
2,624,9.2693
2,625,9.2271
2,628,9.8744
2,630,8.8428
2,632,8.5936
2,633,8.2766
2,634,7.0813
2,4003,0.5208
2,4004,9.2318
2,4005,8.8997
2,4006,5.9222
2,4007,7.2343
2,4008,16.8812
2,4010,8.161
2,4011,6.2805
2,4012,8.161
2,4013,8.5717
2,4014,0.5208
2,4015,7.0813
2,4016,9.2318
2,4017,9.5071
2,4018,9.5591
2,4019,17.5276
2,4020,7.2343
2,4021,16.0734
2,4022,4.6015
3,1,5.5659
3,2,6.2446
3,3,0.25
3,5,3.9912
3,6,5.4556
3,7,8.8056
3,8,6.106
3,9,6.106
3,10,7.6848
3,11,8.578
3,12,7.341
3,13,8.559
3,14,9.0571
3,15,7.6375
3,16,8.9007
3,17,6.0301
3,18,5.5471
3,19,6.0304
3,20,6.2153
3,21,5.5471
3,22,7.4644
3,23,4.0161
3,24,4.1467
3,25,6.1423
3,26,4.0161
3,27,8.4878
3,28,6.5605
3,29,6.5742
3,30,8.8195
3,34,8.4878
3,35,6.7364
3,37,6.1195
3,38,8.8195
3,39,7.341
3,40,5.3355
3,41,5.3415
3,45,7.683
3,48,6.2153
3,49,7.4644
3,50,6.2725
3,51,6.1423
3,52,6.6993
3,57,7.7232
3,58,10.2892
3,59,8.179
3,62,15.9344
3,66,8.5431
3,67,9.0571
3,69,8.5431
3,70,15.8371
3,73,14.8527
3,74,8.6468
3,75,5.3355
3,77,5.5181
3,80,6.0439
3,81,16.7693
3,87,6.6993
3,92,8.578
3,93,6.7364
3,95,10.8541
3,102,6.1195
3,108,8.5195
3,112,8.5722
3,116,6.1285
3,118,7.5669
3,119,10.8019
3,120,7.6241
3,121,17.6626
3,122,4.1467
3,123,8.5959
3,125,10.2892
3,126,7.7232
3,128,6.3449
3,129,8.9007
3,130,8.8195
3,131,15.5291
3,132,10.1192
3,133,8.5232
3,135,6.7946
3,136,9.1115
3,137,7.1195
3,138,7.4592
3,142,9.0454
3,144,5.3847
3,146,6.9913
3,148,7.6398
3,149,8.4878
3,152,4.0161
3,153,5.3847
3,158,8.6468
3,159,7.6944
3,166,6.5929
3,167,9.0415
3,169,6.4402
3,171,6.7101
3,172,7.1138
3,175,6.0301
3,179,6.2725
3,181,6.6993
3,183,6.1199
3,186,6.7101
3,187,8.559
3,189,8.5959
3,190,10.8541
3,191,7.341
3,192,7.6944
3,194,6.6993
3,195,5.9403
3,198,5.5471
3,199,9.0415
3,202,10.2415
3,203,6.5605
3,204,6.1222
3,206,8.179
3,209,5.5181
3,210,6.2153
3,213,8.5607
3,216,7.7232
3,217,10.2892
3,218,8.179
3,221,9.0571
3,222,8.8195
3,223,8.5607
3,225,8.8195
3,229,9.6599
3,240,5.3847
3,241,7.341
3,248,4.0161
3,261,5.5471
3,263,16.7693
3,271,5.5885
3,272,7.5081
3,276,8.5959
3,278,8.1636
3,280,8.527
3,286,8.6974
3,293,8.8195
3,296,6.3449
3,298,8.6468
3,299,7.6813
3,300,4.1467
3,308,6.3449
3,309,10.2415
3,310,8.6468
3,311,5.5181
3,317,10.8541
3,320,9.0415
3,328,9.2931
3,333,6.7007
3,336,7.4636
3,338,6.7033
3,341,6.1253
3,342,4.1467
3,346,15.9344
3,347,9.0473
3,348,6.0306
3,351,4.0784
3,354,5.7967
3,355,11.4622
3,356,8.9007
3,359,7.5715
3,360,10.8541
3,366,6.3449
3,367,6.595
3,373,6.7101
3,374,10.2836
3,375,7.6813
3,378,8.6731
3,379,8.5722
3,384,4.1467
3,385,17.6626
3,386,7.8227
3,390,10.264
3,397,8.6488
3,398,6.0306
3,402,15.792
3,406,17.6626
3,431,8.5914
3,445,7.4681
3,456,6.5657
3,491,7.6887
3,493,9.6519
3,516,8.4878
3,517,6.7126
3,523,7.7589
3,528,10.5498
3,529,7.6944
3,530,8.5184
3,535,16.7693
3,539,8.5431
3,548,8.5601
3,567,9.8749
3,622,16.03
3,623,9.0483
3,624,9.7194
3,625,10.351
3,628,7.6172
3,630,6.2725
3,632,7.3338
3,633,8.5431
3,634,8.594
3,4003,6.0439
3,4004,8.5431
3,4005,8.8056
3,4006,7.4686
3,4007,6.5657
3,4008,16.03
3,4010,8.5573
3,4011,6.2828
3,4012,8.5573
3,4013,6.1188
3,4014,6.0439
3,4015,7.3338
3,4016,8.5431
3,4017,9.6519
3,4018,9.0483
3,4019,15.9344
3,4020,6.5657
3,4021,15.5291
3,4022,7.7589
4,2,5.9195
4,4,4.0
4,5,5.3103
4,6,9.2413
4,7,7.5867
4,8,8.6294
4,9,8.6294
4,10,8.1523
4,11,9.3923
4,12,9.7585
4,13,7.4134
4,14,7.612
4,15,9.6988
4,16,9.5682
4,17,5.9723
4,18,8.662
4,19,5.9731
4,20,7.4529
4,21,8.662
4,22,5.9595
4,23,6.1308
4,24,4.5281
4,25,5.4135
4,26,6.1308
4,27,3.996
4,28,6.7887
4,29,6.8048
4,30,9.0653
4,34,8.5584
4,35,6.3702
4,37,5.3645
4,38,9.0653
4,39,9.7585
4,40,8.5433
4,41,8.5669
4,45,8.1627
4,48,7.4529
4,49,5.9595
4,50,9.272
4,51,5.4135
4,52,6.3009
4,56,10.2492
4,57,8.1492
4,58,9.7077
4,59,10.5718
4,62,9.6824
4,66,15.8467
4,67,7.612
4,69,7.4054
4,70,7.4054
4,73,15.734
4,74,9.8022
4,75,8.5433
4,77,10.7918
4,80,9.3003
4,81,9.5682
4,87,6.3009
4,92,9.3923
4,93,6.3702
4,95,10.4036
4,102,6.1415
4,108,10.2797
4,112,9.5178
4,116,8.6723
4,118,7.1285
4,119,10.7918
4,120,9.6852
4,121,9.7564
4,122,4.5281
4,123,9.4263
4,125,9.7077
4,126,8.1492
4,128,7.513
4,129,9.5682
4,130,9.0653
4,131,9.272
4,132,8.6729
4,133,10.2906
4,135,5.5351
4,136,10.3813
4,137,8.1001
4,138,5.9318
4,142,7.5875
4,144,8.5658
4,146,7.5369
4,148,9.7008
4,149,3.996
4,152,6.1308
4,153,8.5658
4,158,9.8022
4,159,8.1759
4,166,6.8267
4,167,7.5794
4,169,9.3617
4,171,6.3179
4,172,17.3867
4,175,5.9723
4,179,9.272
4,181,6.3009
4,183,8.6529
4,186,10.0122
4,187,7.4134
4,189,9.4263
4,190,10.4036
4,191,9.7585
4,192,8.1759
4,194,6.3009
4,195,6.8542
4,198,8.662
4,199,7.5794
4,202,9.4591
4,203,6.7887
4,204,5.3532
4,206,10.5718
4,209,10.7918
4,210,7.4529
4,213,7.4152
4,216,8.1492
4,217,9.7077
4,218,10.5718
4,221,7.612
4,222,9.0653
4,223,7.4152
4,225,9.0653
4,229,8.1656
4,240,8.5658
4,241,9.7585
4,248,6.1308
4,261,8.662
4,263,9.5682
4,271,8.5584
4,272,6.0561
4,276,9.4263
4,278,10.5578
4,280,10.3014
4,286,9.8528
4,293,9.0653
4,296,7.513
4,298,9.8022
4,299,9.6664
4,300,4.5281
4,308,7.513
4,309,9.4591
4,310,9.8022
4,311,10.7918
4,317,10.4036
4,320,7.5794
4,328,9.263
4,333,6.3034
4,336,5.9431
4,338,6.3084
4,341,5.3611
4,342,4.5281
4,346,9.6824
4,347,7.5916
4,348,5.9735
4,351,6.1623
4,354,8.0134
4,355,9.5682
4,356,16.7758
4,359,9.9608
4,360,10.4036
4,366,7.513
4,367,6.829
4,373,10.0122
4,374,9.7036
4,375,9.6664
4,378,9.8285
4,379,9.5178
4,384,4.5281
4,385,9.7564
4,386,6.7919
4,390,16.4004
4,397,9.8042
4,398,5.9735
4,402,16.0876
4,406,9.7564
4,431,9.4155
4,445,5.9544
4,456,7.8258
4,491,8.1693
4,493,17.1663
4,516,8.5584
4,517,6.3257
4,523,8.7979
4,528,16.2026
4,529,8.1759
4,530,11.6625
4,535,9.5682
4,539,15.8467
4,548,7.4146
4,567,17.5195
4,622,22.7606
4,623,9.0534
4,624,9.7967
4,625,10.5611
4,628,15.9233
4,630,9.272
4,632,17.6554
4,633,10.2177
4,634,17.2522
4,4003,5.9933
4,4004,7.4054
4,4005,9.0534
4,4006,5.956
4,4007,6.7919
4,4008,22.7606
4,4010,9.3745
4,4011,7.4771
4,4012,9.3745
4,4013,10.1292
4,4014,5.9933
4,4015,9.7564
4,4016,7.4054
4,4017,17.1663
4,4018,7.5867
4,4019,9.6824
4,4020,6.7919
4,4021,9.272
4,4022,6.1596
5,1,5.04
5,2,7.1519
5,3,3.993
5,4,5.2781
5,5,2.0
5,7,7.6714
5,8,6.4504
5,9,6.4504
5,10,8.8272
5,11,9.2613
5,12,6.4935
5,13,7.6927
5,14,7.3965
5,15,9.0089
5,16,9.2211
5,17,5.756
5,18,6.6883
5,19,5.7564
5,20,6.5401
5,21,6.6883
5,22,6.7717
5,23,4.0204
5,24,6.1159
5,25,5.3494
5,26,4.0204
5,27,6.2979
5,28,7.1767
5,29,7.233
5,30,8.5474
5,34,17.4615
5,35,5.1411
5,37,5.2989
5,38,8.5474
5,39,6.4935
5,40,6.2732
5,41,6.2711
5,45,8.8302
5,48,6.5401
5,49,6.7717
5,50,3.3319
5,51,5.3494
5,52,5.0368
5,56,10.7879
5,57,9.9701
5,58,10.5309
5,59,11.2921
5,62,22.7552
5,66,8.5337
5,67,7.3965
5,69,7.6714
5,70,7.3846
5,73,6.4562
5,74,10.8663
5,75,6.2732
5,77,8.6028
5,80,7.5729
5,81,16.1978
5,87,5.0368
5,92,9.2613
5,93,5.1411
5,95,9.7915
5,102,6.1159
5,108,8.4147
5,112,15.288
5,116,6.4736
5,118,5.7647
5,119,16.6184
5,120,8.9886
5,121,15.4526
5,122,6.1159
5,123,9.2865
5,125,10.5309
5,126,9.9701
5,128,6.5934
5,129,9.2211
5,130,8.5474
5,131,9.243
5,132,15.7264
5,133,8.4191
5,135,8.1138
5,136,11.1611
5,137,6.2717
5,138,6.7578
5,142,7.3854
5,144,6.2942
5,146,5.8612
5,148,9.0125
5,149,6.2979
5,152,4.0204
5,153,6.2942
5,158,10.8663
5,159,8.847
5,166,7.2827
5,167,7.3817
5,169,8.3952
5,171,5.0602
5,172,14.2286
5,175,5.756
5,179,3.3319
5,181,5.0369
5,183,6.4617
5,186,6.7156
5,187,7.6927
5,189,9.2865
5,190,9.7915
5,191,6.4935
5,192,8.847
5,194,5.0369
5,195,8.5312
5,198,6.6883
5,199,7.3817
5,202,8.4162
5,203,7.1767
5,204,5.2898
5,206,11.2921
5,209,8.6028
5,210,6.5401
5,213,7.6987
5,216,9.9701
5,217,10.5309
5,218,11.2921
5,221,7.3965
5,222,8.5474
5,223,7.6987
5,225,8.5474
5,229,16.0804
5,240,6.2942
5,241,6.4935
5,248,4.0204
5,261,6.6883
5,263,16.1978
5,271,6.7156
5,272,6.81
5,276,9.2865
5,278,11.2777
5,280,8.4234
5,286,10.9694
5,293,8.5474
5,296,6.5934
5,298,10.8663
5,299,15.7866
5,300,6.1159
5,308,6.5934
5,309,8.4162
5,310,10.8663
5,311,8.6028
5,317,9.7915
5,320,7.3817
5,328,9.9743
5,333,5.0406
5,336,6.7625
5,338,5.048
5,341,5.2977
5,342,6.1159
5,346,22.7552
5,347,7.3872
5,348,5.7567
5,351,4.0819
5,354,6.8313
5,355,9.2211
5,356,10.5457
5,359,14.7903
5,360,9.7915
5,366,6.5934
5,367,7.2894
5,373,6.7156
5,374,10.5268
5,375,15.7866
5,378,10.92
5,379,15.288
5,384,6.1159
5,385,15.4526
5,386,6.7725
5,390,10.8395
5,397,10.8704
5,398,5.7567
5,402,8.8272
5,406,15.4526
5,431,9.2815
5,445,6.7673
5,456,6.5592
5,491,8.8386
5,493,9.2503
5,516,17.4615
5,517,5.0741
5,523,8.1677
5,528,9.2211
5,529,8.847
5,530,10.2472
5,535,16.1978
5,539,8.5337
5,548,7.6967
5,567,16.874
5,622,8.9799
5,623,15.8401
5,624,9.7737
5,625,16.9331
5,628,16.0203
5,630,3.3319
5,632,9.3549
5,633,15.5617
5,634,8.4205
5,4003,5.7647
5,4004,7.6714
5,4005,8.5337
5,4006,6.7725
5,4007,7.2035
5,4008,8.9799
5,4010,9.243
5,4011,6.5592
5,4012,9.243
5,4013,14.8387
5,4014,5.7647
5,4015,6.4856
5,4016,7.6714
5,4017,9.2503
5,4018,7.3846
5,4019,22.7552
5,4020,7.2035
5,4021,9.243
5,4022,8.0904
6,1,4.3802
6,2,6.7568
6,3,5.4424
6,4,9.1916
6,6,0.75
6,7,7.2784
6,8,4.4261
6,9,4.4261
6,10,6.8114
6,11,9.2922
6,12,6.6311
6,13,8.9668
6,14,9.6542
6,15,7.3974
6,16,8.8887
6,17,6.5146
6,18,6.0773
6,19,6.5152
6,20,7.639
6,21,6.0773
6,22,8.1259
6,23,6.2482
6,24,8.5253
6,25,9.2257
6,26,6.2482
6,27,8.6222
6,28,8.8006
6,29,8.8243
6,30,7.5963
6,34,17.3521
6,35,6.4955
6,37,9.2249
6,38,7.5963
6,39,6.6311
6,40,5.2893
6,41,5.2928
6,45,6.8107
6,48,7.639
6,49,8.1259
6,50,3.1883
6,51,9.2257
6,52,6.429
6,56,8.8533
6,57,8.3686
6,58,10.2384
6,59,8.983
6,62,9.6454
6,66,16.0153
6,67,9.6542
6,69,8.9541
6,70,22.7518
6,73,6.4442
6,74,11.2705
6,75,5.2893
6,77,8.0942
6,80,8.5627
6,81,17.5121
6,87,6.429
6,92,9.2922
6,93,6.4955
6,95,10.5388
6,102,15.5223
6,108,7.6304
6,112,6.5353
6,116,4.5032
6,118,15.2837
6,119,17.0761
6,120,7.326
6,121,17.3724
6,122,8.5253
6,123,9.3275
6,125,10.2384
6,126,8.3686
6,128,7.6923
6,129,8.8887
6,130,7.5963
6,131,9.2249
6,132,8.6222
6,133,7.6382
6,136,9.6409
6,137,7.0139
6,138,8.1011
6,142,9.6422
6,144,5.338
6,146,6.4641
6,148,7.4099
6,149,8.6222
6,152,6.2482
6,153,5.338
6,158,11.2705
6,159,6.8487
6,166,8.8478
6,167,9.6382
6,169,4.4156
6,171,6.4442
6,172,6.6138
6,175,6.5146
6,179,3.1883
6,181,6.429
6,183,4.4613
6,186,14.8357
6,187,8.9668
6,189,9.3275
6,190,10.5388
6,191,6.6311
6,192,6.8487
6,194,6.429
6,195,8.6209
6,198,6.0773
6,199,9.6382
6,202,15.5568
6,203,8.8006
6,204,9.1872
6,206,8.983
6,209,8.0942
6,210,7.639
6,213,8.9705
6,216,8.3686
6,217,10.2384
6,218,8.983
6,221,9.6542
6,222,7.5963
6,223,8.9705
6,225,7.5963
6,229,8.1351
6,240,5.338
6,241,6.6311
6,248,6.2482
6,261,6.0773
6,263,17.5121
6,271,6.098
6,272,8.1523
6,276,9.3275
6,278,8.9459
6,280,7.6461
6,286,11.3305
6,293,7.5963
6,296,7.6923
6,298,11.2705
6,299,7.667
6,300,8.5253
6,308,7.6923
6,309,15.5568
6,310,11.2705
6,311,8.0942
6,317,10.5388
6,320,9.6382
6,328,16.739
6,333,6.4314
6,336,8.1058
6,338,6.4362
6,341,9.1907
6,342,8.5253
6,346,9.6454
6,347,9.6442
6,348,6.5155
6,351,6.2772
6,354,6.2763
6,355,8.8887
6,356,9.8548
6,359,6.8962
6,360,10.5388
6,366,7.6923
6,367,8.8508
6,373,14.8357
6,374,10.2322
6,375,7.667
6,378,11.3017
6,379,6.5353
6,384,8.5253
6,385,17.3724
6,386,16.0759
6,390,9.4403
6,397,11.2729
6,398,6.5155
6,402,8.8122
6,406,17.3724
6,431,9.3167
6,445,8.1104
6,456,15.7829
6,491,6.8297
6,493,8.8572
6,516,17.3521
6,517,6.4528
6,523,9.3283
6,528,16.87
6,529,6.8487
6,530,8.5416
6,535,17.5121
6,539,16.0153
6,548,8.9692
6,567,8.8887
6,622,8.9541
6,623,15.9109
6,624,16.9271
6,625,10.5182
6,628,7.5787
6,630,3.1883
6,632,7.1106
6,633,7.614
6,634,9.1916
6,4003,6.5353
6,4004,8.9541
6,4005,7.5787
6,4006,8.1351
6,4007,8.8122
6,4008,8.9541
6,4010,9.2734
6,4011,7.667
6,4012,9.2734
6,4013,6.098
6,4014,6.5353
6,4015,6.6138
6,4016,8.9541
6,4017,8.8572
6,4018,9.6454
6,4019,9.6454
6,4020,8.8122
6,4021,9.2249
6,4022,7.306
7,1,7.217
7,3,8.8834
7,4,7.6273
7,5,7.7709
7,6,7.5224
7,7,5.5
7,8,6.6779
7,9,6.6779
7,10,8.9863
7,11,9.7492
7,12,7.3378
7,13,7.8909
7,14,7.6952
7,15,7.9002
7,16,3.516
7,17,7.109
7,18,7.3254
7,19,7.11
7,20,8.9
7,21,7.3254
7,22,9.5887
7,23,8.553
7,24,9.0962
7,25,7.4438
7,26,8.553
7,27,9.7941
7,28,9.2629
7,29,9.2987
7,30,8.9731
7,34,20.6362
7,35,6.5613
7,37,7.4432
7,38,8.9731
7,39,7.3378
7,40,7.6002
7,41,7.625
7,45,8.9856
7,48,8.9
7,49,9.5887
7,50,9.0969
7,51,7.4438
7,52,6.499
7,56,10.8673
7,57,10.5004
7,58,11.0351
7,59,10.4024
7,62,9.7361
7,66,8.5811
7,67,7.6952
7,69,7.8737
7,70,7.4432
7,73,14.2437
7,74,10.6152
7,75,7.6002
7,77,10.3514
7,80,8.5977
7,81,9.5926
7,87,6.499
7,92,9.7492
7,93,6.5613
7,95,9.7735
7,102,15.8582
7,108,9.5034
7,112,9.229
7,116,6.7275
7,118,8.4357
7,119,19.817
7,120,7.8097
7,121,9.7941
7,122,9.0962
7,123,9.7619
7,125,11.0351
7,126,10.5004
7,128,8.9594
7,129,3.516
7,130,8.9731
7,131,22.7566
7,132,17.4092
7,133,9.5123
7,135,6.75
7,136,10.8462
7,137,8.1872
7,138,9.5738
7,142,7.6702
7,144,7.6232
7,146,8.8872
7,148,7.9137
7,149,9.7941
7,152,8.553
7,153,7.6232
7,158,10.6152
7,159,9.008
7,166,9.3077
7,167,7.6618
7,169,7.885
7,171,6.5279
7,172,6.7125
7,175,7.109
7,179,9.0969
7,181,6.499
7,183,6.706
7,186,9.3733
7,187,7.8909
7,189,9.7619
7,190,9.7735
7,191,7.3378
7,192,9.008
7,194,6.499
7,195,8.8057
7,198,7.3254
7,199,7.6618
7,202,9.2701
7,203,9.2629
7,204,7.4158
7,206,10.4024
7,209,10.3514
7,210,8.9
7,213,7.8972
7,216,10.5004
7,217,11.0351
7,218,10.4024
7,221,7.6952
7,222,8.9731
7,223,7.8972
7,225,8.9731
7,229,17.5308
7,240,7.6232
7,241,7.3378
7,248,8.553
7,261,7.3254
7,263,9.5926
7,271,7.3639
7,272,9.6151
7,276,9.7619
7,278,10.3835
7,280,9.5211
7,286,10.6671
7,293,8.9731
7,296,8.9594
7,298,10.6152
7,299,9.8631
7,300,9.0962
7,308,8.9594
7,309,9.2701
7,310,10.6152
7,311,10.3514
7,317,9.7735
7,320,7.6618
7,328,11.0124
7,333,6.5012
7,336,9.5776
7,338,6.5057
7,341,7.4184
7,342,9.0962
7,346,9.7361
7,347,7.6743
7,348,7.1105
7,351,8.577
7,354,7.4616
7,355,3.516
7,356,8.9415
7,359,8.2039
7,360,9.7735
7,366,8.9594
7,367,9.3105
7,373,9.3733
7,374,11.0205
7,375,9.8631
7,378,10.6422
7,379,9.229
7,384,9.0962
7,385,9.7941
7,386,16.2138
7,390,10.3514
7,397,10.6173
7,398,7.1105
7,402,16.8944
7,406,9.7941
7,431,9.7578
7,445,9.5813
7,456,10.5596
7,491,8.9968
7,493,9.5157
7,516,20.6362
7,517,6.5212
7,523,10.0743
7,528,9.287
7,529,9.008
7,530,9.678
7,535,9.5926
7,539,8.5811
7,548,7.8951
7,567,8.999
7,622,9.0969
7,623,9.0962
7,624,15.3053
7,625,16.521
7,628,7.625
7,630,9.0969
7,632,7.3639
7,633,8.9336
7,634,7.1367
7,4003,7.1367
7,4004,7.8737
7,4005,8.961
7,4006,9.5926
7,4007,9.287
7,4008,9.0969
7,4010,9.7361
7,4011,8.9415
7,4012,9.7361
7,4013,7.1238
7,4014,7.1367
7,4015,7.3162
7,4016,7.8737
7,4017,9.5157
7,4018,7.6711
7,4019,9.7361
7,4020,9.287
7,4021,22.7566
7,4022,7.0967
8,1,4.508
8,2,6.5536
8,3,6.1073
8,4,8.6051
8,5,6.4608
8,6,4.4888
8,7,6.6411
8,8,4.5
8,9,4.5489
8,10,7.1
8,11,9.5129
8,12,7.2488
8,13,14.4631
8,14,17.6134
8,15,7.2698
