result,left,right,rate,cross_times,wooparoo_get_time
9,9,227,20.0,5.0,44.7295
9,9,135,15.99,6.2539,50.2607
9,9,172,14.74,6.7843,51.197
9,9,4015,14.74,6.7843,51.197
9,9,7,13.52,7.3964,51.5522
9,9,15,14.65,6.8259,51.698
9,9,148,14.65,6.8259,51.7185
9,9,12,14.56,6.8681,51.8631
9,9,39,14.56,6.8681,51.8631
9,9,191,14.56,6.8681,51.8631
9,9,241,14.56,6.8681,51.8631
9,9,120,14.56,6.8681,51.883
9,169,359,16.5,6.0606,54.7375
9,169,183,16.19,6.1767,55.5693
9,359,183,16.19,6.1767,55.5693
9,169,8,16.07,6.2228,55.6673
9,359,8,16.07,6.2228,55.6673
9,169,116,16.19,6.1767,55.7565
9,359,116,16.19,6.1767,55.7565
9,9,41,9.84,10.1626,55.939
9,9,271,9.84,10.1626,55.939
9,9,354,9.84,10.1626,55.939
9,9,4013,9.84,10.1626,55.939
9,169,641,16.19,6.1767,56.1036
9,359,641,16.19,6.1767,56.1036
9,169,137,16.19,6.1767,56.2907
10,10,2,22.8,4.386,30.3827
10,10,6,22.67,4.4111,30.4269
10,10,45,26.15,3.8241,30.6073
10,10,491,26.15,3.8241,30.6895
10,10,159,26.15,3.8241,30.7718
10,10,192,26.15,3.8241,30.7718
10,10,529,26.15,3.8241,30.7718
10,2,6,18.11,5.5218,37.4599
10,2,45,18.01,5.5525,38.1573
10,6,45,17.8,5.618,38.2625
10,2,491,18.01,5.5525,38.2645
10,6,491,17.8,5.618,38.3693
10,2,159,18.01,5.5525,38.3717
10,2,192,18.01,5.5525,38.3717
10,2,529,18.01,5.5525,38.3717
10,6,159,17.8,5.618,38.476
10,6,192,17.8,5.618,38.476
10,6,529,17.8,5.618,38.476
10,45,491,20.48,4.8828,39.2733
10,45,159,20.48,4.8828,39.3803
10,45,192,20.48,4.8828,39.3803
10,45,529,20.48,4.8828,39.3803
10,491,159,20.48,4.8828,39.5941
10,491,192,20.48,4.8828,39.5941
10,491,529,20.48,4.8828,39.5941
10,159,192,20.48,4.8828,39.808
10,159,529,20.48,4.8828,39.808
10,192,529,20.48,4.8828,39.808
10,10,16,19.0,5.2632,48.0399
10,10,129,19.0,5.2632,48.0399
10,10,355,19.0,5.2632,48.0399
10,10,567,19.0,5.2632,48.0399
10,10,169,20.72,4.8263,48.5449
10,10,540,20.72,4.8263,48.5449
10,10,4022,20.72,4.8263,48.5449
10,10,15,18.85,5.305,48.5641
10,10,148,18.85,5.305,48.5848
10,10,120,18.72,5.3419,48.7315
10,10,7,16.88,5.9242,49.1981
10,10,139,20.36,4.9116,49.8827
10,10,135,16.08,6.2189,56.1318
10,16,567,15.36,6.5104,59.8807
10,129,567,15.36,6.5104,59.8807
10,355,567,15.36,6.5104,59.8807
10,169,540,16.88,5.9242,60.1472
10,169,4022,16.88,5.9242,60.1472
10,540,4022,16.88,5.9242,60.1472
10,16,15,15.25,6.5574,60.49
10,129,15,15.25,6.5574,60.49
10,355,15,15.25,6.5574,60.49
8,8,1,24.66,4.0552,21.8478
8,8,6,24.51,4.08,21.8843
8,8,183,28.59,3.4977,22.0404
8,8,9,28.32,3.5311,22.0673
8,8,116,28.59,3.4977,22.1835
8,8,641,28.59,3.4977,22.4496
8,6,1,19.52,5.123,27.1621
8,1,183,19.52,5.123,27.6924
8,1,9,19.36,5.1653,27.7315
8,6,183,19.28,5.1867,27.808
8,6,9,19.12,5.2301,27.8445
8,1,116,19.52,5.123,27.8794
8,6,116,19.28,5.1867,27.9963
8,1,641,19.52,5.123,28.2277
8,6,641,19.28,5.1867,28.3448
8,183,9,22.2,4.5045,28.6225
8,183,116,22.43,4.4583,28.7538
8,9,116,21.99,4.5475,28.8416
8,183,641,22.43,4.4583,29.1002
8,9,641,21.99,4.5475,29.1877
8,116,641,22.43,4.4583,29.4738
8,8,169,20.39,4.9044,43.4785
8,8,359,20.39,4.9044,43.4785
8,8,137,20.02,4.995,44.6848
8,8,227,20.02,4.995,44.6848
8,8,135,15.99,6.2539,50.2607
8,8,172,14.79,6.7613,51.0235
8,8,4015,14.79,6.7613,51.0235
8,8,15,14.7,6.8027,51.5223
8,8,148,14.7,6.8027,51.5427
8,8,7,13.52,7.3964,51.5522
8,8,12,14.64,6.8306,51.5799
8,8,39,14.64,6.8306,51.5799
8,8,191,14.64,6.8306,51.5799
8,8,241,14.64,6.8306,51.5799
8,8,120,14.64,6.8306,51.5997
8,169,359,16.55,6.0423,54.5722
8,169,183,16.23,6.1614,55.4317
8,359,183,16.23,6.1614,55.4317
8,169,9,16.12,6.2035,55.4946
8,359,9,16.12,6.2035,55.4946
8,169,116,16.23,6.1614,55.6183
8,359,116,16.23,6.1614,55.6183
8,8,41,9.87,10.1317,55.7689
8,8,271,9.87,10.1317,55.7689
8,8,354,9.87,10.1317,55.7689
8,8,4013,9.87,10.1317,55.7689
8,8,18,9.8,10.2041,55.8664
8,8,21,9.8,10.2041,55.8664
8,8,198,9.8,10.2041,55.8664
12,12,4015,29.94,3.34,26.8409
12,12,7,27.37,3.6536,26.8912
12,12,1,27.03,3.6996,26.8983
12,12,39,28.94,3.4554,27.7683
12,12,191,28.94,3.4554,27.7683
12,12,241,28.94,3.4554,27.7683
12,7,4015,22.5,4.4444,32.5161
12,7,1,22.19,4.5065,32.5234
12,4015,1,22.19,4.5065,32.5234
12,4015,39,23.87,4.1894,33.6669
12,4015,191,23.87,4.1894,33.6669
12,4015,241,23.87,4.1894,33.6669
12,7,39,21.76,4.5956,33.7289
12,7,191,21.76,4.5956,33.7289
12,7,241,21.76,4.5956,33.7289
12,1,39,21.2,4.717,33.7445
12,1,191,21.2,4.717,33.7445
12,1,241,21.2,4.717,33.7445
12,12,16,18.44,5.423,35.7419
12,12,129,18.44,5.423,35.7419
12,12,355,18.44,5.423,35.7419
12,12,634,18.44,5.423,35.7419
12,12,4003,18.44,5.423,35.7419
12,12,4014,18.44,5.423,35.7419
12,12,17,18.24,5.4825,35.8841
12,12,175,18.24,5.4825,35.8841
12,12,19,18.24,5.4825,35.8917
12,12,348,18.24,5.4825,35.8956
12,12,398,18.24,5.4825,35.8956
12,39,191,22.27,4.4903,36.0849
12,39,241,22.27,4.4903,36.0849
12,191,241,22.27,4.4903,36.0849
12,12,2,16.16,6.1881,37.0655
12,16,634,14.86,6.7295,43.6173
12,16,4003,14.86,6.7295,43.6173
12,16,4014,14.86,6.7295,43.6173
12,16,4015,14.86,6.7295,43.6173
12,129,634,14.86,6.7295,43.6173
12,129,4003,14.86,6.7295,43.6173
12,129,4014,14.86,6.7295,43.6173
12,129,4015,14.86,6.7295,43.6173
12,355,634,14.86,6.7295,43.6173
12,355,4003,14.86,6.7295,43.6173
12,355,4014,14.86,6.7295,43.6173
12,355,4015,14.86,6.7295,43.6173
12,634,4003,14.86,6.7295,43.6173
12,634,4014,14.86,6.7295,43.6173
12,634,4015,14.86,6.7295,43.6173
12,4003,4015,14.86,6.7295,43.6173
12,4014,4015,14.86,6.7295,43.6173
15,15,7,22.79,4.3879,35.1322
15,15,6,21.98,4.5496,35.2544
15,15,148,22.21,4.5025,36.5684
15,15,120,21.66,4.6168,37.0277
15,7,6,17.82,5.6117,42.2135
15,7,148,18.02,5.5494,43.9163
15,6,148,16.75,5.9701,44.2378
15,7,120,17.54,5.7013,44.5254
15,6,120,16.34,6.12,44.8351
15,148,120,16.67,5.9988,48.2615
15,15,169,19.8,5.0505,61.4878
15,15,196,18.92,5.2854,65.141
15,15,135,12.47,8.0192,76.2714
15,169,148,15.62,6.402,78.0122
15,169,120,15.25,6.5574,78.715
15,169,196,15.25,6.5574,80.8534
15,148,196,14.56,6.8681,84.797
15,120,196,13.93,7.1788,86.1901
15,7,169,10.21,9.7943,93.0449
15,6,196,9.48,10.5485,98.524
15,148,135,9.6,10.4167,99.2232
15,135,120,9.32,10.7296,100.1984
15,15,16,6.99,14.3062,132.3767
15,15,129,6.99,14.3062,132.3767
15,15,355,6.99,14.3062,132.3767
15,15,567,6.99,14.3062,132.3767
15,15,50,7.72,12.9534,132.74
15,15,69,7.72,12.9534,132.74
15,15,179,7.72,12.9534,132.74
15,15,622,7.72,12.9534,132.74
15,15,630,7.72,12.9534,132.74
15,15,4004,7.72,12.9534,132.74
15,15,4008,7.72,12.9534,132.74
15,15,4016,7.72,12.9534,132.74
15,15,45,6.87,14.556,134.2922
15,15,491,6.87,14.556,134.5222
15,15,159,6.87,14.556,134.7522
15,15,192,6.87,14.556,134.7522
15,15,529,6.87,14.556,134.7522
15,15,10,6.82,14.6628,135.1324
15,15,13,7.56,13.2275,135.398
15,15,187,7.56,13.2275,135.398
15,15,548,7.56,13.2275,135.4364
15,15,213,7.56,13.2275,135.4549
15,15,223,7.56,13.2275,135.4549
15,15,2,6.15,16.2602,135.7418
15,15,5,6.37,15.6986,142.8996
15,15,172,5.38,18.5874,143.2401
15,15,4015,5.38,18.5874,143.2401
15,15,1,4.9,20.4082,144.3431
11,11,4010,12.38,8.0775,92.7951
11,11,4012,12.38,8.0775,92.7951
11,11,92,12.22,8.1833,93.9533
11,11,431,12.03,8.3126,95.4411
11,11,123,12.03,8.3126,95.5567
11,11,189,12.03,8.3126,95.5567
11,11,276,12.03,8.3126,95.5567
11,11,6,9.57,10.4493,98.6539
11,11,4,9.57,10.4493,99.1806
11,4010,4012,9.81,10.1937,117.251
11,4010,92,9.66,10.352,118.9973
11,4012,92,9.66,10.352,118.9973
11,4010,431,9.53,10.4932,120.6214
11,4012,431,9.53,10.4932,120.6214
11,4010,123,9.53,10.4932,120.7715
11,4010,189,9.53,10.4932,120.7715
11,4010,276,9.53,10.4932,120.7715
11,4012,123,9.53,10.4932,120.7715
11,4012,189,9.53,10.4932,120.7715
11,4012,276,9.53,10.4932,120.7715
11,11,169,9.96,10.0402,122.5637
11,92,431,9.26,10.7991,123.9899
11,92,123,9.26,10.7991,124.14
11,92,189,9.26,10.7991,124.14
11,92,276,9.26,10.7991,124.14
11,4010,6,7.52,13.2979,125.0601
11,4012,6,7.52,13.2979,125.0601
11,4010,4,7.52,13.2979,125.7436
11,4012,4,7.52,13.2979,125.7436
11,11,141,9.75,10.2564,125.8317
11,6,4,7.29,13.7174,126.0849
11,6,92,7.32,13.6612,126.9426
11,431,123,9.01,11.0988,127.5874
11,431,189,9.01,11.0988,127.5874
11,431,276,9.01,11.0988,127.5874
11,123,189,9.01,11.0988,127.8859
11,123,276,9.01,11.0988,127.8859
11,189,276,9.01,11.0988,127.8859
11,4,92,7.32,13.6612,128.3101
11,6,431,7.24,13.8122,128.6841
11,6,123,7.24,13.8122,128.8333
11,6,189,7.24,13.8122,128.8333
11,6,276,7.24,13.8122,128.8333
11,4,431,7.24,13.8122,130.0488
11,4,123,7.24,13.8122,130.1979
11,4,189,7.24,13.8122,130.1979
11,4,276,7.24,13.8122,130.1979
11,11,135,7.01,14.2653,143.964
11,169,4010,7.87,12.7065,155.4145
11,169,4012,7.87,12.7065,155.4145
14,14,4018,15.4,6.4935,52.0766
14,14,167,15.13,6.6094,52.8977
14,14,199,15.13,6.6094,52.8977
14,14,320,15.13,6.6094,52.8977
14,14,142,15.13,6.6094,52.9552
14,14,347,15.13,6.6094,52.9843
14,14,67,15.13,6.6094,53.1277
14,14,221,15.13,6.6094,53.1277
14,14,7,14.16,7.0621,54.4933
14,14,4,13.99,7.148,54.8702
14,4018,167,12.06,8.2919,66.0417
14,4018,199,12.06,8.2919,66.0417
14,4018,320,12.06,8.2919,66.0417
14,4018,142,12.06,8.2919,66.1163
14,4018,347,12.06,8.2919,66.1536
14,4018,67,12.06,8.2919,66.3402
14,4018,221,12.06,8.2919,66.3402
14,167,199,11.65,8.5837,68.1014
14,167,320,11.65,8.5837,68.1014
14,199,320,11.65,8.5837,68.1014
14,7,4018,11.26,8.881,68.127
14,167,142,11.65,8.5837,68.176
14,199,142,11.65,8.5837,68.176
14,320,142,11.65,8.5837,68.176
14,167,347,11.65,8.5837,68.2138
14,199,347,11.65,8.5837,68.2138
14,320,347,11.65,8.5837,68.2138
14,142,347,11.65,8.5837,68.3632
14,167,67,11.65,8.5837,68.4001
14,167,221,11.65,8.5837,68.4001
14,199,67,11.65,8.5837,68.4001
14,199,221,11.65,8.5837,68.4001
14,320,67,11.65,8.5837,68.4001
14,320,221,11.65,8.5837,68.4001
14,142,67,11.65,8.5837,68.5494
14,142,221,11.65,8.5837,68.5494
14,7,4,11.12,8.9928,68.5908
14,4018,4,11.12,8.9928,68.5908
14,347,67,11.65,8.5837,68.6241
14,347,221,11.65,8.5837,68.6241
14,67,221,11.65,8.5837,68.9975
14,7,167,11.07,9.0334,69.2121
14,7,199,11.07,9.0334,69.2121
14,7,320,11.07,9.0334,69.2121
14,7,142,11.07,9.0334,69.288
14,7,347,11.07,9.0334,69.325
14,7,67,11.07,9.0334,69.5138
14,7,221,11.07,9.0334,69.5138
14,4,167,10.81,9.2507,70.1148
14,4,199,10.81,9.2507,70.1148
13,13,69,24.04,4.1597,36.0463
13,13,4004,24.04,4.1597,36.0463
