result,left,right,rate,cross_times,wooparoo_get_time
3,300,342,30.3,3.3003,15.3853
3,342,24,30.3,3.3003,15.3853
3,342,122,30.3,3.3003,15.3853
3,24,122,30.3,3.3003,15.3853
3,384,4,27.89,3.5855,15.9343
3,300,4,27.89,3.5855,15.9343
3,342,4,27.89,3.5855,15.9343
3,24,4,27.89,3.5855,15.9343
3,122,4,27.89,3.5855,15.9343
3,3,77,30.1,3.3223,18.3348
3,3,209,30.1,3.3223,18.3348
3,3,311,30.1,3.3223,18.3348
3,3,675,31.14,3.2113,19.0459
3,311,77,24.95,4.008,24.5734
3,311,209,24.95,4.008,24.5734
3,77,209,24.95,4.008,24.5734
3,311,56,22.72,4.4014,26.3204
3,77,56,22.72,4.4014,26.3204
3,209,56,22.72,4.4014,26.3204
3,3,271,7.57,13.21,33.955
3,3,354,7.57,13.21,33.955
3,3,1,7.5,13.3333,34.0292
3,3,18,7.33,13.6426,35.2129
3,3,21,7.33,13.6426,35.2129
3,3,198,7.33,13.6426,35.2129
3,3,261,7.33,13.6426,35.2129
3,354,1,5.88,17.0068,43.966
3,271,1,5.88,17.0068,43.966
3,1,18,5.64,17.7305,45.6897
3,1,21,5.64,17.7305,45.6897
3,1,198,5.64,17.7305,45.6897
3,1,261,5.64,17.7305,45.6897
3,384,675,14.95,6.689,45.8946
3,300,675,14.95,6.689,45.8946
3,342,675,14.95,6.689,45.8946
3,24,675,14.95,6.689,45.8946
3,122,675,14.95,6.689,45.8946
3,3,679,14.78,6.7659,58.906
3,3,5,6.29,15.8983,63.4533
7,6,3,30.0,3.3333,18.1412
7,41,3,13.54,7.3855,39.748
7,41,6,13.46,7.4294,39.8186
7,3,40,13.16,7.5988,40.5434
7,3,75,13.16,7.5988,40.5434
7,6,40,13.0,7.6923,40.6869
7,6,75,13.0,7.6923,40.6869
7,3,144,13.16,7.5988,40.9173
7,3,153,13.16,7.5988,40.9173
7,3,240,13.16,7.5988,40.9173
7,6,144,13.0,7.6923,41.0615
7,6,153,13.0,7.6923,41.0615
7,6,240,13.0,7.6923,41.0615
7,41,675,11.75,8.5106,49.6832
7,75,675,11.34,8.8183,51.2264
7,40,675,11.34,8.8183,51.2264
7,144,675,11.34,8.8183,51.9777
7,153,675,11.34,8.8183,51.9777
7,240,675,11.34,8.8183,51.9777
7,7,41,8.02,12.4688,95.0746
7,7,533,8.02,12.4688,95.0746
7,7,628,8.02,12.4688,95.0746
7,169,3,8.33,12.0048,95.1044
7,504,3,8.33,12.0048,95.1044
7,504,6,8.3,12.0482,95.2037
7,7,40,7.94,12.5945,95.7207
7,7,75,7.94,12.5945,95.7207
7,7,144,7.94,12.5945,96.0104
7,7,153,7.94,12.5945,96.0104
7,7,240,7.94,12.5945,96.0104
7,504,135,8.26,12.1065,96.1886
7,41,135,8.26,12.1065,96.1886
7,6,146,8.11,12.3305,97.0608
7,6,140,8.11,12.3305,97.7377
7,6,451,8.11,12.3305,97.7377
7,75,135,8.05,12.4224,97.9394
7,40,135,8.05,12.4224,97.9394
7,135,144,8.05,12.4224,98.5755
7,135,153,8.05,12.4224,98.5755
7,135,240,8.05,12.4224,98.5755
7,504,675,7.59,13.1752,105.8258
7,630,3,5.72,17.4825,109.9667
7,50,3,5.72,17.4825,109.9667
7,179,3,5.72,17.4825,109.9667
7,644,3,5.72,17.4825,109.9667
7,546,3,5.72,17.4825,109.9667
7,560,3,5.72,17.4825,109.9667
7,644,6,5.7,17.5439,110.1985
7,546,6,5.7,17.5439,110.1985
7,560,6,5.7,17.5439,110.1985
6,6,50,49.74,2.0105,6.4101
6,6,179,49.74,2.0105,6.4101
6,6,630,49.74,2.0105,6.4101
6,179,5,40.92,2.4438,8.0609
6,50,5,40.92,2.4438,8.0609
6,630,5,40.92,2.4438,8.0609
6,179,50,43.65,2.291,8.2164
6,179,630,43.65,2.291,8.2164
6,50,630,43.65,2.291,8.2164
6,6,169,45.74,2.1863,9.6538
6,6,675,44.18,2.2635,11.4895
6,169,135,36.33,2.7525,13.708
6,6,7,31.28,3.1969,23.2683
6,6,15,30.49,3.2798,24.262
6,6,148,30.49,3.2798,24.303
6,6,120,29.75,3.3613,24.6249
6,179,675,24.15,4.1408,25.2063
6,50,675,24.15,4.1408,25.2063
6,630,675,24.15,4.1408,25.2063
6,169,675,23.58,4.2409,27.2393
6,7,15,25.23,3.9635,31.3124
6,7,148,25.23,3.9635,31.3659
6,7,120,24.58,4.0683,31.7722
6,15,148,23.95,4.1754,33.9118
6,15,120,23.34,4.2845,34.3625
6,148,120,23.34,4.2845,34.4697
6,6,1,12.68,7.8864,41.8137
6,6,183,12.53,7.9808,42.7883
6,6,8,12.42,8.0515,42.8654
6,6,9,12.42,8.0515,42.8654
6,6,116,12.53,7.9808,43.078
6,6,641,12.53,7.9808,43.6143
6,6,41,12.07,8.285,43.8508
6,6,40,11.83,8.4531,44.711
6,6,75,11.83,8.4531,44.711
6,6,144,11.83,8.4531,45.1226
6,6,153,11.83,8.4531,45.1226
6,6,240,11.83,8.4531,45.1226
6,15,675,17.52,5.7078,46.5077
6,148,675,17.52,5.7078,46.6145
6,120,675,16.88,5.9242,47.4955
6,6,3,9.98,10.02,54.5328
6,1,183,9.75,10.2564,55.441
6,1,8,9.67,10.3413,55.5204
6,1,9,9.67,10.3413,55.5204
6,1,116,9.75,10.2564,55.8153
6,1,641,9.75,10.2564,56.5128
6,3,41,9.4,10.6383,56.8245
6,6,2,11.7,8.547,57.7504
6,3,40,9.2,10.8696,57.9948
5,5,50,49.75,2.0101,6.6975
5,5,179,49.75,2.0101,6.6975
5,5,630,49.75,2.0101,6.6975
5,179,6,40.93,2.4432,7.871
5,50,6,40.93,2.4432,7.871
5,630,6,40.93,2.4432,7.871
5,179,50,43.65,2.291,8.2164
5,179,630,43.65,2.291,8.2164
5,50,630,43.65,2.291,8.2164
5,5,675,44.18,2.2635,12.7397
5,179,675,24.17,4.1374,25.1856
5,50,675,24.17,4.1374,25.1856
5,630,675,24.17,4.1374,25.1856
5,5,3,10.86,9.2081,36.7679
5,5,23,10.67,9.3721,37.6796
5,5,26,10.67,9.3721,37.6796
5,5,152,10.67,9.3721,37.6796
5,5,248,10.67,9.3721,37.6796
5,5,351,10.67,9.3721,38.256
5,5,135,22.42,4.4603,42.934
5,5,162,22.42,4.4603,44.1686
5,5,195,22.42,4.4603,44.3332
5,3,23,8.3,12.0482,48.3916
5,3,26,8.3,12.0482,48.3916
5,3,152,8.3,12.0482,48.3916
5,3,248,8.3,12.0482,48.3916
5,3,351,8.3,12.0482,49.1446
5,5,7,15.1,6.6225,50.8038
5,5,69,15.1,6.6225,50.8038
5,5,4004,15.1,6.6225,50.8038
5,5,4016,15.1,6.6225,50.8038
5,5,677,18.56,5.3879,51.0897
5,5,13,14.73,6.7889,52.225
5,5,187,14.73,6.7889,52.225
5,5,548,14.73,6.7889,52.2521
5,5,213,14.73,6.7889,52.2657
5,5,223,14.73,6.7889,52.2657
5,5,169,16.6,6.0241,58.8091
5,5,419,16.6,6.0241,58.8091
5,135,162,16.88,5.9242,59.6816
5,135,195,16.88,5.9242,59.8948
5,5,37,9.88,10.1215,60.0175
5,5,4,9.76,10.2459,60.5297
5,5,658,11.78,8.489,61.1505
5,5,4007,11.78,8.489,61.1505
5,5,4020,11.78,8.489,61.1505
5,5,204,9.66,10.352,61.171
5,5,2,11.69,8.5543,61.1795
5,5,341,9.66,10.352,61.229
5,5,25,9.72,10.2881,61.2625
8,8,1,24.66,4.0552,21.8478
8,8,6,24.51,4.08,21.8843
8,8,183,28.59,3.4977,22.0404
8,8,9,28.32,3.5311,22.0673
8,8,116,28.59,3.4977,22.1835
8,8,641,28.59,3.4977,22.4496
8,1,6,19.65,5.0891,27.1025
8,1,183,19.52,5.123,27.6924
8,1,9,19.36,5.1653,27.7315
8,6,183,19.28,5.1867,27.808
8,6,9,19.12,5.2301,27.8445
8,1,116,19.52,5.123,27.8794
8,6,116,19.28,5.1867,27.9963
8,1,641,19.52,5.123,28.2277
8,8,681,26.03,3.8417,28.2899
8,6,641,19.28,5.1867,28.3448
8,183,9,22.2,4.5045,28.6225
8,183,116,22.43,4.4583,28.7538
8,9,116,21.99,4.5475,28.8416
8,8,680,25.73,3.8865,28.8872
8,183,641,22.43,4.4583,29.1002
8,9,641,21.99,4.5475,29.1877
8,116,641,22.43,4.4583,29.4738
8,8,675,19.48,5.1335,35.0136
8,681,183,20.86,4.7939,35.9125
8,681,680,21.1,4.7393,35.9476
8,681,9,20.68,4.8356,35.957
8,681,116,20.86,4.7939,36.0995
8,681,641,20.86,4.7939,36.4471
8,183,680,20.16,4.9603,37.3942
8,680,9,20.21,4.948,37.4791
8,680,116,20.38,4.9068,37.6249
8,680,641,20.38,4.9068,37.9713
8,681,1,15.89,6.2933,42.9386
8,681,6,15.8,6.3291,43.0341
8,8,169,20.39,4.9044,43.4785
8,8,359,20.39,4.9044,43.4785
8,681,675,15.72,6.3613,43.9095
8,6,680,15.47,6.4641,43.9242
8,8,137,20.02,4.995,44.6848
8,8,227,20.02,4.995,44.6848
8,183,675,15.19,6.5833,45.3708
8,9,675,14.98,6.6756,45.5316
8,116,675,15.19,6.5833,45.7467
8,675,641,15.19,6.5833,46.1759
8,8,135,15.99,6.2539,50.2607
8,169,359,16.55,6.0423,54.5722
8,8,172,13.73,7.2833,55.2096
8,8,656,13.73,7.2833,55.2096
8,8,4015,13.73,7.2833,55.2096
9,9,1,24.66,4.0552,21.8478
9,9,6,24.51,4.08,21.8843
9,9,183,28.57,3.5002,22.0562
9,9,8,28.3,3.5336,22.0829
9,9,116,28.57,3.5002,22.1993
9,9,641,28.57,3.5002,22.4657
9,1,6,19.65,5.0891,27.1025
9,1,183,19.52,5.123,27.6924
9,1,8,19.36,5.1653,27.7315
9,6,183,19.28,5.1867,27.808
9,6,8,19.12,5.2301,27.8445
9,1,116,19.52,5.123,27.8794
9,6,116,19.28,5.1867,27.9963
9,1,641,19.52,5.123,28.2277
9,9,681,25.99,3.8476,28.3333
9,6,641,19.28,5.1867,28.3448
9,183,8,22.18,4.5086,28.6485
9,183,116,22.39,4.4663,28.8054
9,8,116,21.97,4.5517,28.8682
9,9,680,25.71,3.8895,28.9095
9,183,641,22.39,4.4663,29.1524
9,8,641,21.97,4.5517,29.2146
9,116,641,22.39,4.4663,29.5267
9,9,675,19.48,5.1335,35.0136
9,681,183,20.83,4.8008,35.9642
9,681,680,21.07,4.7461,35.9992
9,681,8,20.63,4.8473,36.044
9,681,116,20.83,4.8008,36.1515
9,681,641,20.83,4.8008,36.4995
9,183,680,20.13,4.9677,37.45
9,680,8,20.17,4.9579,37.5541
9,680,116,20.36,4.9116,37.6617
9,680,641,20.36,4.9116,38.0084
9,681,1,15.89,6.2933,42.9386
9,681,6,15.8,6.3291,43.0341
9,9,169,20.36,4.9116,43.5423
9,9,359,20.36,4.9116,43.5423
9,681,675,15.72,6.3613,43.9095
9,6,680,15.47,6.4641,43.9242
9,9,137,20.0,5.0,44.7295
9,9,227,20.0,5.0,44.7295
9,183,675,15.19,6.5833,45.3708
9,8,675,14.98,6.6756,45.5316
9,116,675,15.19,6.5833,45.7467
9,675,641,15.19,6.5833,46.1759
9,9,135,15.99,6.2539,50.2607
9,359,169,16.5,6.0606,54.7375
9,359,183,16.19,6.1767,55.5693
9,169,183,16.19,6.1767,55.5693
9,9,172,13.62,7.3421,55.6553
10,10,2,22.8,4.386,30.3827
10,10,6,22.67,4.4111,30.4269
10,10,45,26.15,3.8241,30.6073
10,10,491,26.15,3.8241,30.6895
10,10,159,26.15,3.8241,30.7718
10,10,192,26.15,3.8241,30.7718
10,10,529,26.15,3.8241,30.7718
10,10,678,24.63,4.0601,33.9981
10,2,6,18.11,5.5218,37.4599
10,2,45,18.01,5.5525,38.1573
10,6,45,17.8,5.618,38.2625
10,2,491,18.01,5.5525,38.2645
10,6,491,17.8,5.618,38.3693
10,2,159,18.01,5.5525,38.3717
10,2,192,18.01,5.5525,38.3717
10,2,529,18.01,5.5525,38.3717
10,6,159,17.8,5.618,38.476
10,6,192,17.8,5.618,38.476
10,6,529,17.8,5.618,38.476
10,10,675,19.01,5.2604,39.1895
10,45,491,20.48,4.8828,39.2733
10,45,159,20.48,4.8828,39.3803
10,45,192,20.48,4.8828,39.3803
10,45,529,20.48,4.8828,39.3803
10,491,159,20.48,4.8828,39.5941
10,491,192,20.48,4.8828,39.5941
10,491,529,20.48,4.8828,39.5941
10,529,159,20.48,4.8828,39.808
10,529,192,20.48,4.8828,39.808
10,192,159,20.48,4.8828,39.808
10,678,45,19.49,5.1308,43.4461
10,678,491,19.49,5.1308,43.5533
10,678,159,19.49,5.1308,43.6605
10,678,192,19.49,5.1308,43.6605
10,678,529,19.49,5.1308,43.6605
10,10,16,19.0,5.2632,48.0399
10,10,129,19.0,5.2632,48.0399
10,10,355,19.0,5.2632,48.0399
10,10,567,19.0,5.2632,48.0399
10,10,15,18.85,5.305,48.5641
10,10,148,18.85,5.305,48.5848
10,6,678,15.07,6.6357,48.718
10,10,120,18.72,5.3419,48.7315
10,10,7,16.88,5.9242,49.1981
10,45,675,14.81,6.7522,50.335
10,491,675,14.81,6.7522,50.549
10,675,159,14.81,6.7522,50.7097
10,675,192,14.81,6.7522,50.7097
10,675,529,14.81,6.7522,50.7097
10,10,150,18.37,5.4437,57.1518
11,11,4010,12.38,8.0775,92.7951
11,11,4012,12.38,8.0775,92.7951
11,11,92,12.22,8.1833,93.9533
11,11,431,12.03,8.3126,95.4411
11,11,123,12.03,8.3126,95.5567
11,11,189,12.03,8.3126,95.5567
11,11,276,12.03,8.3126,95.5567
11,11,6,9.57,10.4493,98.6539
11,11,4,9.57,10.4493,99.1806
11,11,675,8.26,12.1065,114.0989
11,4010,4012,9.81,10.1937,117.251
11,4010,92,9.66,10.352,118.9973
11,4012,92,9.66,10.352,118.9973
11,4010,431,9.53,10.4932,120.6214
11,4012,431,9.53,10.4932,120.6214
11,4010,123,9.53,10.4932,120.7715
11,4010,189,9.53,10.4932,120.7715
11,4010,276,9.53,10.4932,120.7715
11,4012,123,9.53,10.4932,120.7715
11,4012,189,9.53,10.4932,120.7715
11,4012,276,9.53,10.4932,120.7715
11,92,431,9.26,10.7991,123.9899
11,92,123,9.26,10.7991,124.14
11,92,189,9.26,10.7991,124.14
11,92,276,9.26,10.7991,124.14
11,4010,6,7.52,13.2979,125.0601
11,4012,6,7.52,13.2979,125.0601
11,4010,4,7.52,13.2979,125.7436
11,4012,4,7.52,13.2979,125.7436
11,6,4,7.29,13.7174,126.0849
11,6,92,7.32,13.6612,126.9426
11,431,123,9.01,11.0988,127.5874
11,431,189,9.01,11.0988,127.5874
11,431,276,9.01,11.0988,127.5874
11,123,189,9.01,11.0988,127.8859
11,123,276,9.01,11.0988,127.8859
11,276,189,9.01,11.0988,127.8859
11,4,92,7.32,13.6612,128.3101
11,6,431,7.24,13.8122,128.6841
11,6,123,7.24,13.8122,128.8333
11,6,189,7.24,13.8122,128.8333
11,6,276,7.24,13.8122,128.8333
11,4,431,7.24,13.8122,130.0488
11,4,123,7.24,13.8122,130.1979
11,4,189,7.24,13.8122,130.1979
11,4,276,7.24,13.8122,130.1979
11,4010,675,6.48,15.4321,144.9398
11,4012,675,6.48,15.4321,144.9398
11,92,675,6.36,15.7233,148.1858
11,11,169,8.6,11.6279,148.7941
12,12,4015,24.28,4.1186,33.0979
12,12,7,22.57,4.4307,33.1425
12,12,1,22.33,4.4783,33.1546
12,12,39,23.64,4.2301,33.9939
12,12,191,23.64,4.2301,33.9939
12,12,241,23.64,4.2301,33.9939
12,12,447,23.64,4.2301,33.9939
12,12,680,21.92,4.562,39.016
12,7,4015,18.33,5.4555,40.6337
12,7,1,18.13,5.5157,40.6408
12,4015,1,18.13,5.5157,40.6408
12,4015,39,19.25,5.1948,41.7465
12,4015,191,19.25,5.1948,41.7465
12,4015,241,19.25,5.1948,41.7465
12,4015,447,19.25,5.1948,41.7465
12,7,39,17.83,5.6085,41.8495
12,7,191,17.83,5.6085,41.8495
12,7,241,17.83,5.6085,41.8495
12,7,447,17.83,5.6085,41.8495
12,1,39,17.46,5.7274,41.8616
12,1,191,17.46,5.7274,41.8616
12,1,241,17.46,5.7274,41.8616
12,1,447,17.46,5.7274,41.8616
12,39,191,18.2,5.4945,44.1549
12,39,241,18.2,5.4945,44.1549
12,39,447,18.2,5.4945,44.1549
12,191,241,18.2,5.4945,44.1549
12,191,447,18.2,5.4945,44.1549
12,447,241,18.2,5.4945,44.1549
12,12,675,17.5,5.7143,45.9201
12,4015,680,17.8,5.618,48.2036
12,12,16,14.56,6.8681,50.168
12,12,129,14.56,6.8681,50.168
12,12,355,14.56,6.8681,50.168
12,12,413,14.56,6.8681,50.168
12,12,462,14.56,6.8681,50.168
12,12,481,14.56,6.8681,50.168
12,12,634,14.56,6.8681,50.168
12,12,4003,14.56,6.8681,50.168
12,12,4014,14.56,6.8681,50.168
12,12,17,14.49,6.9013,50.18
12,12,175,14.49,6.9013,50.18
12,12,19,14.49,6.9013,50.1876
12,12,348,14.49,6.9013,50.1918
12,12,398,14.49,6.9013,50.1918
12,12,646,14.49,6.9013,50.1918
12,680,39,17.08,5.8548,50.5129
12,680,191,17.08,5.8548,50.5129
12,680,241,17.08,5.8548,50.5129
12,680,447,17.08,5.8548,50.5129
15,15,7,22.79,4.3879,35.1322
15,15,6,21.98,4.5496,35.2544
15,15,148,22.21,4.5025,36.5684
15,15,120,21.66,4.6168,37.0277
15,7,6,17.82,5.6117,42.2135
15,7,148,18.02,5.5494,43.9163
15,6,148,16.75,5.9701,44.2378
15,7,120,17.54,5.7013,44.5254
15,6,120,16.34,6.12,44.8351
15,148,120,16.67,5.9988,48.2615
15,15,675,16.24,6.1576,50.1727
15,148,675,12.5,8.0,65.3344
15,120,675,12.05,8.2988,66.5331
15,15,169,15.05,6.6445,86.1858
15,15,174,15.05,6.6445,86.1858
15,15,670,15.05,6.6445,86.1858
15,15,196,14.52,6.8871,89.9324
15,15,653,14.52,6.8871,89.9324
15,15,135,10.39,9.6246,101.1064
15,169,174,12.0,8.3333,108.3329
15,169,670,12.0,8.3333,108.3329
15,670,174,12.0,8.3333,108.3329
15,169,148,11.79,8.4818,110.2134
15,670,148,11.79,8.4818,110.2134
15,174,148,11.79,8.4818,110.2134
15,169,120,11.59,8.6281,110.7952
15,670,120,11.59,8.6281,110.7952
15,174,120,11.59,8.6281,110.7952
15,169,196,11.59,8.6281,112.9349
15,169,653,11.59,8.6281,112.9349
15,670,196,11.59,8.6281,112.9349
15,670,653,11.59,8.6281,112.9349
15,148,196,11.18,8.9445,116.9475
15,148,653,11.18,8.9445,116.9475
15,120,196,10.81,9.2507,118.2859
15,120,653,10.81,9.2507,118.2859
15,169,7,8.41,11.8906,125.4149
15,7,670,8.41,11.8906,125.4149
15,670,6,8.26,12.1065,125.7187
15,174,6,8.26,12.1065,125.7187
15,670,135,8.2,12.1951,127.5912
15,6,196,7.91,12.6422,130.8872
15,6,653,7.91,12.6422,130.8872
15,148,135,7.99,12.5156,131.6266
15,15,16,6.99,14.3062,132.3767
15,15,129,6.99,14.3062,132.3767
15,15,355,6.99,14.3062,132.3767
15,15,567,6.99,14.3062,132.3767
15,135,120,7.8,12.8205,132.5204
15,15,45,6.87,14.556,134.2922
13,13,69,24.04,4.1597,36.0463
13,13,4004,24.04,4.1597,36.0463
13,13,4016,24.04,4.1597,36.0463
13,13,187,23.39,4.2753,37.0335
13,13,548,23.39,4.2753,37.0527
13,13,213,23.39,4.2753,37.0621
13,13,223,23.39,4.2753,37.0621
13,13,7,21.23,4.7103,37.2439
13,13,5,20.87,4.7916,37.4171
13,4004,69,19.6,5.102,44.2496
13,4004,4016,19.6,5.102,44.2496
13,4016,69,19.6,5.102,44.2496
13,13,675,17.81,5.6148,44.9729
13,4004,187,19.04,5.2521,45.5315
13,4016,187,19.04,5.2521,45.5315
13,69,187,19.04,5.2521,45.5315
13,4004,548,19.04,5.2521,45.5562
13,4016,548,19.04,5.2521,45.5562
13,69,548,19.04,5.2521,45.5562
13,4004,213,19.04,5.2521,45.5688
13,4004,223,19.04,5.2521,45.5688
13,4016,213,19.04,5.2521,45.5688
13,4016,223,19.04,5.2521,45.5688
13,69,213,19.04,5.2521,45.5688
13,69,223,19.04,5.2521,45.5688
13,4004,7,17.19,5.8173,45.8037
13,4016,7,17.19,5.8173,45.8037
13,7,69,17.19,5.8173,45.8037
13,4004,5,16.88,5.9242,46.0364
13,4016,5,16.88,5.9242,46.0364
13,7,5,16.88,5.9242,46.0364
13,69,5,16.88,5.9242,46.0364
13,7,187,16.75,5.9701,47.1095
13,7,548,16.75,5.9701,47.1345
13,7,213,16.75,5.9701,47.1471
13,7,223,16.75,5.9701,47.1471
13,5,187,16.17,6.1843,47.574
13,5,548,16.17,6.1843,47.5987
13,5,213,16.17,6.1843,47.6111
13,5,223,16.17,6.1843,47.6111
13,187,548,18.0,5.5556,48.1487
13,187,213,18.0,5.5556,48.1609
13,187,223,18.0,5.5556,48.1609
13,548,213,18.0,5.5556,48.2109
13,548,223,18.0,5.5556,48.2109
13,223,213,18.0,5.5556,48.2359
13,4004,675,14.3,6.993,55.8307
13,4016,675,14.3,6.993,55.8307
13,69,675,14.3,6.993,55.8307
13,675,187,13.71,7.2939,58.422
14,14,4018,13.76,7.2674,61.9604
